Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
pimozide	DB01100	Hypertension	Hypertension	C0020538	5.05682511205e-05	CCL21,GPER1,SUCNR1,CXCL2,CXCR6,NPY1R,PPP3CA,LPAR2,CCR5,SST,PYY,PPBP,CYP2C19,ADORA1,CASR,DRD3,GABBR1,ACKR3,PDYN,ANXA1,MGST3,CALM3,MYLK,ADRA2C,CCL28,FPR1,CYP2D6,CYP2E1,OPRD1,CNR1,SSTR4,HSP90AA1,CCR6,GNAI2,ABCB1,HTR1B,AKT1,POMC,HRH3,KNG1,APP,CYP1A2,LPAR1,KCNH2,APLNR,CYP3A5,BDKRB2,NPY2R,AGTR2,CYP3A4,BDKRB1,CXCL8,CXCL13,CAV1,AGT,CCR2,NPY,PPP3R1,ADRA2B,APLN,SAA1,GAL,ADRA2A,DRD2	
pimozide	DB01100	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000114504300689	DRD3,MTNR1B,CYP2D6,CNR1,MTNR1A,AKT1,CYP1A2,CYP3A5,CYP3A4,HTR1F,DRD2	
pimozide	DB01100	Hypertension	genetic hypertension	C0598428	7.8937829245e-05	CXCR6,LPAR2,ACKR3,SSTR4,AGT,PPP3R1,ADRA2B	
pimozide	DB01100	Hypertension	Essential hypertension	C0085580	6.72999255857e-05	LPAR2,ADORA1,CALM3,MYLK,CYP2D6,GNAI2,ABCB1,POMC,KNG1,LPAR1,KCNH2,APLNR,CYP3A5,BDKRB2,AGTR2,BDKRB1,AGT,NPY,ADRA2B	
pimozide	DB01100	Hypertension	Primary pulmonary hypertension	C0152171	0.000103593516246	CCR5,CXCR4,HSP90AA1,HTR1B,AKT1,CCR7,KNG1,APLNR,BDKRB2,BDKRB1,CCR1,CAV1,CXCL12,CCL5	
pimozide	DB01100	Hypertension	Renovascular hypertension	C0020545	9.68316831683e-05	SUCNR1,PTGER3,CXCL10,AGTR2,AGT,CXCR3	
pimozide	DB01100	Hypertension	Pulmonary arterial hypertension	C3203102	0.000120972403623	CCR5,CXCR4,HSP90AA1,CCR6,HTR1B,AKT1,CCR7,KNG1,APLNR,BDKRB2,BDKRB1,CCR1,CAV1,CXCL12,CCL5	
pimozide	DB01100	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000114294785224	CXCR2,CASR,CALM3,CXCR1,HTR1B,NFATC3,AKT1,CCR7,APLNR,BDKRB2,CXCL8,CAV1,AGT,CCL5,NPY	
pimozide	DB01100	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000148026315789	CXCR6,C3,CCR5,CXCR4,CXCL10,CXCL8	
selegiline	DB01037	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00012874251497	CYP3A4,MAOB,CYP2B6,CYP1A2,MAOA,CYP2D6	
dopamine	DB00988	Hypertension	Essential hypertension	C0085580	7.88151282729e-05	ADRB3,CALCA,GNAI2,DBH,POMC,ADRB1,LPAR2,CYP2D6,BDKRB1,ADRA2B,CYP2C9,ADM,GNAS,CALCRL,KNG1,FSHR,PTH,AGTR2,BDKRB2,VIP,GCGR,AGT,APLNR,NPY,DRD1,LPAR1,ADORA1	
dopamine	DB00988	Hypertension	Hypertension	C0020538	6.44470404984e-05	GPER1,SLC22A5,PDYN,ADRB3,ADORA2B,CALCA,GNAI2,HTR1B,CXCL13,DBH,FPR1,ACKR3,MC3R,POMC,GCG,ADRB1,LPAR2,CYP2D6,SLC6A3,BDKRB1,SLC6A4,CXCL8,PTGER4,ADRA2B,RAMP1,COMT,CCR5,LHB,CYP2C9,ADM,ANXA1,OPRD1,SUCNR1,PYY,GNAS,GPR83,CYP2C19,CALCRL,SLC22A1,DRD3,CYP1A2,CCR6,SLC6A2,SAA1,CNR1,KNG1,SLC22A3,APLN,PPBP,FSHR,HTR4,SLC22A2,APP,PTH,AGTR2,ADRA2A,CXCL2,IAPP,BDKRB2,GCGR,CCL21,CRHR1,SST,MC2R,CCL28,CCR2,NPY2R,DRD2,GABBR1,MGST3,ADRA2C,AGT,GAL,CXCR6,APLNR,RAMP2,NPY,DRD1,LPAR1,SSTR4,CASR,HRH3,ADORA1,NPY1R	
dopamine	DB00988	Hypertension	genetic hypertension	C0598428	7.84184078286e-05	PTHLH,ACKR3,LPAR2,ADRA2B,PTH,AGT,CXCR6,SSTR4	
dopamine	DB00988	Hypertension	Renovascular hypertension	C0020545	0.000109688713152	CXCR3,ADRB1,ADM,SUCNR1,PTGER3,AGTR2,AGT,CXCL10	
citalopram	DB00215	Hypertension	Hypertension	C0020538	5.34842432312e-05	TACR1,SLC6A3,LPAR1,GNA14,F2R,GNA12,GCG,XCL1,CHRM3,CYP2E1,EDN2,GNRH1,EDNRB,ADRA1D,F2,GHSR,CYP3A4,OXTR,TACR3,MGST3,UTS2,BDKRB2,PTGER1,P2RY2,NTS,AGT,LPAR2,ABCB1,GHRL,CYP1A2,UTS2R,TRH,TAC3,KNG1,EDNRA,EDN1,SLC6A4,CYP2C19,TRHR,ADRA1A,ADRA1B,CYP2D6,APP,GCGR,CYP2B6,SLC6A2,OXT,KISS1,AVPR1A,CYSLTR2,SAA1,CASR,BDKRB1,EDN3,HTR2B	
citalopram	DB00215	Hypertension	Essential hypertension	C0085580	7.44479495268e-05	LPAR1,EDN2,ADRA1D,UTS2,BDKRB2,P2RY2,AGT,LPAR2,ABCB1,KNG1,EDNRA,EDN1,TRHR,ADRA1A,ADRA1B,PTGFR,CYP2D6,GCGR,AVPR1A,BDKRB1	
citalopram	DB00215	Hypertension	genetic hypertension	C0598428	7.48447204969e-05	AGT,LPAR2,EDNRA,EDN1,ADRA1A,CYSLTR2	
citalopram	DB00215	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	7.58222562337e-05	TACR1,NPS,EDNRB,F2,UTS2,BDKRB2,AGT,EDNRA,EDN1,SLC6A4,UTS2B,CYSLTR1,F2RL1,TAC1,CASR,TACR2,HTR2B	
citalopram	DB00215	Gastric ulcer	Gastric ulcer	C0038358	8.92036049292e-05	GAST,OXTR,BDKRB2,GHRL,EDN1,CYP2C19,CYP2D6,CCK,OXT,BDKRB1	
citalopram	DB00215	Pancreatitis	Hereditary pancreatitis	C0238339	7.19799305288e-05	TACR1,GAST,GCG,CYP2E1,NTSR1,TACR3,NTS,ABCB1,EDN1,CCKBR,MGST1,P2RY6,F2RL1,TAC1,CASR,TACR2	
citalopram	DB00215	Myocardial infarction	Acute myocardial infarction	C0155626	0.000135621834553	GCG,F2,P2RY11,AGT,ABCB1,EDNRA,EDN1,SLC6A4,CYP2C19,CYP2D6,CYP2B6	
interferon beta-1b	DB00068	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000366438356164	IFNA2,IFNAR1,JAK1,TYK2,STAT1,STAT2,IFNAR2	
terazosin	DB01162	Hypertension	Hypertension	C0020538	5.23364485981e-05	ADRA1D,HTR2B,TACR1,P2RY2,OXTR,OXT,CST3,CYSLTR2,HP,TAC3,EDN2,GNRH1,EDNRB,BDKRB2,GNA14,GHRL,LPAR1,ALB,F2R,APOC1,PTGER1,F2,BDKRB1,CHRM3,EDNRA,UTS2,UTS2R,LPAR2,ADRA1A,CASR,KCNMA1,KCNH2,TACR3,SAA1,GHSR,TRH,ABCB1,EDN3,ADRA1B,GCG,GNA12,XCL1,EDN1,AVPR1A,GCGR,KNG1,APP,KISS1,APOE,TRHR,NTS,AGT	
terazosin	DB01162	Hypertension	Essential hypertension	C0085580	7.21181717905e-05	ADRA1D,P2RY2,HP,EDN2,BDKRB2,LPAR1,ALB,BDKRB1,EDNRA,UTS2,LPAR2,ADRA1A,KCNMA1,KCNH2,PTGFR,ABCB1,ADRA1B,EDN1,AVPR1A,GCGR,KNG1,APOE,TRHR,AGT	
terazosin	DB01162	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000134372789038	HTR2B,TACR1,UTS2B,CYSLTR1,TACR2,EDNRB,BDKRB2,F2,NPS,EDNRA,UTS2,CASR,TAC1,F2RL1,EDN1,APOE,AGT	
terazosin	DB01162	Hypertension	genetic hypertension	C0598428	6.85213982579e-05	CYSLTR2,EDNRA,LPAR2,ADRA1A,EDN1,AGT	
terazosin	DB01162	Hypertension	Primary pulmonary hypertension	C0152171	0.000119327531585	HTR2B,EDNRB,BDKRB2,F2R,BDKRB1,NPS,EDNRA,F2RL1,EDN1,KNG1	
ropinirole	DB00268	Pancreatitis	Hereditary pancreatitis	C0238339	7.29483282675e-05	EDN1,GNAI2,CXCR2,CXCL6,CCL28,GAST,P2RY6,CXCL1,CXCR1,CASR,NTS,PTHLH,CXCL5,CCKBR,ADCYAP1,GIP,SCT,CXCR4,CCL20,NTSR1,MGST1,GCG,CXCL12,CXCL8,TAC1,TACR1,ADM,CXCR3,F2RL1,CCR6,CXCL10,TACR3,TACR2	
ropinirole	DB00268	Hypertension	genetic hypertension	C0598428	7.83712188279e-05	CXCR6,EDN1,AGT,LPAR2,SSTR4,CYSLTR2,PTH,ACKR3,PTHLH,ADRA2B,EDNRA,ADRA1A	
ropinirole	DB00268	Sepsis	Sepsis	C0243026	6.13894187616e-05	EDN1,EDNRB,EDN3,AGT,FPR2,CCR2,F2R,CXCR2,KNG1,POMC,GAST,ADRA1D,GAL,CALCA,ADRA2A,P2RY1,NTS,GRPR,P2RY2,CXCL2,SAA1,C3,SST,F2,GRP,C5AR1,PNOC,CRH,CXCR4,C3AR1,CCL5,S1PR3,CXCL12,CXCL8,C5,ADM,CYP1A2,AGTR2,APP,LTB4R	
ropinirole	DB00268	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.8061465721e-05	EDN1,EDNRB,VIP,AGT,APLNR,CXCR2,CCR7,HTR2B,UTS2B,CALCA,CXCR1,CASR,NPS,HTR1B,EDNRA,F2,BDKRB2,CCL5,UTS2,ADORA2B,NPY,CYSLTR1,CXCL8,TAC1,TACR1,ADM,RAMP2,F2RL1,ADRB1,TACR2	
ropinirole	DB00268	Myocardial infarction	Myocardial Infarction	C0027051	7.98678756562e-05	EDN1,EDNRB,P2RY11,HTR1D,OPRK1,AGT,CCR2,F2R,RAMP1,KNG1,CYP2D6,CXCL6,EDN2,PTGER2,GHRH,CNR1,ADRA1D,ADORA3,CASR,P2RY2,CCR5,CCR1,ADRA2B,OPRD1,CYP3A4,AVPR1A,UTS2R,C3,EDNRA,BDKRB1,P2RY12,F2,GRM8,GHRL,BDKRB2,ADORA1,CCL5,UTS2,TAS2R50,GCG,NPY,RLN2,CXCL12,CXCL8,CCR3,ADM,CXCR5,HTR2A,CYP1A2,AGTR2,GHSR,F2RL1,CXCL10,ADRB1,ADRB3	
ropinirole	DB00268	Hypertension	Essential hypertension	C0085580	7.23514211886e-05	FSHR,EDN1,ADRA1B,VIP,GNAS,AGT,PTGFR,APLNR,GNAI2,KNG1,CYP2D6,EDN2,LPAR2,POMC,CALCRL,PTH,ADRA1D,CALCA,GCGR,P2RY2,LPAR1,TRHR,ADRA2B,AVPR1A,EDNRA,BDKRB1,DRD1,BDKRB2,ADORA1,UTS2,NPY,ADM,HTR2A,AGTR2,ADRA1A,ADRB1,ADRB3	
ropinirole	DB00268	Gastric ulcer	Gastric ulcer	C0038358	9.70419238136e-05	EDN1,CYP2D6,IAPP,CCK,GAST,OXT,HRH3,BDKRB1,SST,GHRL,BDKRB2,CXCL8,ADM,OXTR,ADRB3	
ropinirole	DB00268	Hypertension	Renovascular hypertension	C0020545	9.87084028804e-05	AGT,AVPR1A,ADM,SUCNR1,CXCR3,PTGER3,AGTR2,CXCL10,ADRB1	
ropinirole	DB00268	Pancreatitis	Pancreatitis	C0030305	0.000132649253731	EDN1,CNR2,CCK,CNR1,CALCA,CASR,PTHLH,CCR1,EDNRA,SST,SCT,GHRL,BDKRB2,CCL5,CXCL8,TACR1,HTR2A,PPY	
ropinirole	DB00268	Myocardial infarction	Acute myocardial infarction	C0155626	0.000143191550104	EDN1,P2RY11,AGT,CYP2D6,CCL21,ADRA2B,EDNRA,P2RY12,F2,CXCR4,GCG,CXCL12,CXCL8,ADM,HTR2A,ADRB1	
ropinirole	DB00268	Pancreatitis	Acute pancreatitis	C0001339	0.000161042036708	GALR2,EDN1,AGT,GAL,GALR3,PTGDR,PTHLH,CXCL8,TAC1	
ropinirole	DB00268	Pneumonia	Streptococcal pneumonia	C0155862	0.000166452991453	PTAFR,PPBP,C3,CCL5,CXCL8	
ropinirole	DB00268	Pulmonary edema	Pulmonary edema	C0034063	0.000188557034905	FSHR,FPR1,F2R,GHRH,CCR5,CXCL2,CXCL8	
ropinirole	DB00268	Edema	Pulmonary edema	C0034063	0.000188557034905	FSHR,FPR1,F2R,GHRH,CCR5,CXCL2,CXCL8	
cinacalcet	DB01012	Hypertension	Hypertension	C0020538	5.01450476585e-05	KISS1,SUCNR1,AGTR2,GCG,PTGER1,GAL,NPY2R,GHSR,ADRA1A,UTS2,TACR3,GNRH1,CYP3A4,CCR5,P2RY2,CYP1A2,TRHR,EDN2,TACR1,GNAI2,APLN,ADORA1,APLNR,LPAR2,NPY1R,ANXA1,ACKR3,SSTR4,GPER1,ADRA1D,GCGR,POMC,FPR1,DRD3,NTS,MGST3,CYSLTR2,LPAR1,GABBR1,AGT,EDNRA,SAA1,CCL21,OXTR,OXT,PDYN,CXCL8,CHRM3,ADRA2C,APP,EDNRB,KNG1,GNA14,ADRA2B,PYY,XCL1,ADRA2A,CNR1,CXCL2,SST,HTR1B,CXCL13,AVPR1A,NPY,F2,AGTR1,BDKRB2,HRH3,CASR,EDN1,TRH,CCR6,ADRA1B,HTR2B,CXCR6,CCR2,GHRL,OPRD1,EDN3,CCL28,BDKRB1,UTS2R,PPBP,CYP2D6,TAC3,F2R	
cinacalcet	DB01012	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	ADRA1A,LPAR2,ACKR3,SSTR4,CYSLTR2,AGT,EDNRA,ADRA2B,EDN1,CXCR6	
cinacalcet	DB01012	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.00014048901782	TAC1,CCL5,CYSLTR1,TACR2,UTS2,CXCR1,CXCR2,TACR1,APLNR,AGT,EDNRA,CXCL8,EDNRB,F2RL1,HTR1B,NPY,F2,AGTR1,BDKRB2,CASR,EDN1,HTR2B,NPS,UTS2B,CCR7	
cinacalcet	DB01012	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	AGTR2,ADRA1A,UTS2,P2RY2,TRHR,EDN2,GNAI2,ADORA1,APLNR,PTGFR,LPAR2,ADRA1D,GCGR,POMC,LPAR1,AGT,EDNRA,KNG1,ADRA2B,AVPR1A,NPY,AGTR1,BDKRB2,EDN1,ADRA1B,BDKRB1,CYP2D6	
cinacalcet	DB01012	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	CCR1,CCL5,CXCL12,CCR5,APLNR,EDNRA,EDNRB,KNG1,F2RL1,CXCR4,HTR1B,AGTR1,BDKRB2,EDN1,HTR2B,NPS,CCR7,BDKRB1,F2R	
cinacalcet	DB01012	Hypertension	Pulmonary arterial hypertension	C3203102	0.000183112261404	CCR1,CCL5,CXCL12,CCR5,APLNR,EDNRA,EDNRB,KNG1,F2RL1,CXCR4,HTR1B,AGTR1,BDKRB2,EDN1,CCR6,HTR2B,NPS,CCR7,BDKRB1,F2R	
cinacalcet	DB01012	Hypertension	Renovascular hypertension	C0020545	9.04604484572e-05	SUCNR1,AGTR2,CXCR3,PTGER3,AGT,CXCL10,AVPR1A,AGTR1	
cinacalcet	DB01012	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.00019638267259	CCR5,AGT,EDNRA,EDNRB,AGTR1,BDKRB2,EDN1,UTS2B	
cinacalcet	DB01012	Hypertension	Ocular Hypertension	C0028840	0.000268651999432	C3,GHSR,PTGFR,EDNRB,CYP2D6	
haloperidol	DB00502	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00010975729361	CYP3A5,CYP2D6,HTR1F,MTNR1B,CYP3A4,GRIN2B,F2R,DRD1,HTR6,HTR2A,MTNR1A,DRD3,CYP1A2,CNR1,DRD2	
haloperidol	DB00502	Hypertension	Essential hypertension	C0085580	6.56146179402e-05	CYP3A5,CYP2D6,CALCRL,EDNRA,KNG1,ADRB1,P2RY2,ADRA2B,ADRB3,APLNR,VIP,BDKRB1,PTGFR,GNAI2,ADRA1B,UTS2,GNAS,GCGR,ADORA1,EDN2,DRD1,LPAR1,TRHR,HTR2A,EDN1,CALCA,ABCB1,POMC,ADM,FSHR,AVPR1A,CALM3,BDKRB2,AGTR2,CYP2C9,PTH,ADRA1A,LPAR2,NPY,AGT,ADRA1D	
haloperidol	DB00502	Hypertension	genetic hypertension	C0598428	6.87830856863e-05	EDNRA,PTHLH,ADRA2B,CYSLTR2,SSTR4,CXCR6,EDN1,ACKR3,PTH,ADRA1A,LPAR2,AGT	
haloperidol	DB00502	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.05326569436e-05	EDNRA,ADRB1,ADORA2B,TACR2,APLNR,VIP,EDNRB,CCR7,TACR1,NPS,HTR1B,RAMP2,UTS2,CASR,CBR1,EDN1,F2RL1,CXCR1,CALCA,CYSLTR1,ADM,UTS2B,CXCR2,CXCL8,CALM3,F2,BDKRB2,CCL5,NPY,AGT,TAC1	
haloperidol	DB00502	Hypertension	Primary pulmonary hypertension	C0152171	9.86109529353e-05	EDNRA,KNG1,SRC,APLNR,VIP,BDKRB1,EDNRB,CCR7,NPS,F2R,HTR1B,CXCL12,EDN1,F2RL1,CCR1,CXCR4,BDKRB2,CCR5,EPHB2,CYP2C9,CCL5	
haloperidol	DB00502	Hypertension	Renovascular hypertension	C0020545	9.91608095747e-05	ADRB1,CXCR3,PTGER3,CXCL10,ADM,AVPR1A,AGTR2,SUCNR1,AGT	
vemurafenib	DB08881	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.000490848585691	SERPING1,SETX,GJC2,BRAF,KRAS,TTR	
reteplase	DB00015	Hemorrhage	Cerebral Hemorrhage	C2937358	0.000152041785375	ITGB3,PLAT,FGA,FGB,FGG,FN1,ITGA2B,PLAU	
reteplase	DB00015	Hemorrhage	Gastrointestinal hemorrhage	C0017181	0.000244065091308	ITGB3,FGA,VWF,FGB,FGG,ITGA2B	
reteplase	DB00015	Hemorrhage	Intracranial hemorrhage	C0151699	0.000125927279853	ITGB3,PLAT,FGA,FGB,FGG,FN1,ITGA2B,PLAU	
reteplase	DB00015	Hemorrhage	Internal hemorrhage	C0333285	0.000237949088283	ITGB3,FGA,VWF,FGB,FGG,FN1,ITGA2B,PLAU	
reteplase	DB00015	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	PLAT,FGA,VWF,PLG,SERPINE1,FGB,PLAU	
reteplase	DB00015	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000188601638598	ITGB3,SERPINE1,ITGA2B	
reteplase	DB00015	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.00033507835046	ITGB3,VWF,ITGA2B,PLAU	
thioridazine	DB00679	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00012874251497	APOE,CYP1A2,DRD1,MTNR1A,MTNR1B,HTR2A,HTR1F,CYP2D6,HTR6,CNR1,DRD2,F2R	
risperidone	DB00734	Pancreatitis	Hereditary pancreatitis	C0238339	6.90561529271e-05	TACR1,CXCR3,P2RY6,ABCB1,CXCL12,ADM,CCL20,NTSR1,CCL28,CCR6,GNAI2,PRSS3,GCG,CASR,TSC22D1,MGST1,CXCL1,ADCYAP1,CXCR4,CXCR2,CCKBR,HP,PLAG1,NTS,SCT,ALB,TACR2,CXCL10,TAC1,KLK3,CXCL6,EDN1,CXCL5,GAST,CXCL8,CXCR1,F2RL1,APOE,TACR3,GIP,PTHLH	
risperidone	DB00734	Myocardial infarction	Myocardial Infarction	C0027051	7.29586084716e-05	CCL5,OPRK1,ABCB1,CXCL12,CNR1,UTS2,HTR2A,BDKRB1,RLN2,ADRB3,APOC1,ADM,GRM8,CYP3A5,GHRL,AHSG,ADRA1D,TAS2R50,ADRA2B,CCR1,NPY,GSN,GCG,CASR,HTR1D,CXCR5,SERPING1,ADORA3,GHSR,ADRB1,EDN2,UTS2R,F2R,BDKRB2,F2,P2RY2,CCR2,HP,AGT,CYP2D6,CCR3,C3,CXCL10,PTGER2,CST3,TBXA2R,CXCL6,EDN1,AGTR2,ADORA1,GFAP,EDNRA,GHRH,RAMP1,OPRD1,P2RY11,CXCL8,SCN5A,KNG1,KCNMA1,CCR5,EDNRB,P2RY12,CDCP1,F2RL1,APOE,CYP3A4,AVPR1A	
risperidone	DB00734	Pneumonia	Pneumonia	C0032285	6.43361234203e-05	CCL5,CXCR3,PTAFR,PTGDR2,CXCL12,NLRC4,CCL20,ADORA2B,POMC,CCR6,CCR1,C5AR1,PF4,ADORA3,NPW,CCL19,LPAR1,F2R,CXCL1,CCR8,CXCR4,CCR2,LPAR2,CXCR2,CYSLTR1,HP,CXCL9,CXCL13,CCR3,C3,VIP,TAC1,CXCL2,CXCL5,CXCL8,KNG1,LTB4R,C3AR1,CCR9,F2RL1	
risperidone	DB00734	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000111851732544	CNR1,HTR2A,MTNR1A,CYP3A5,HTR1F,DRD4,F2R,HTR6,DRD2,HTR2C,CYP2D6,DRD1,DRD3,MTNR1B,APOE,CYP3A4	
risperidone	DB00734	Hypertension	genetic hypertension	C0598428	7.62335263273e-05	ADRA2B,SSTR4,ADRA1A,PTH,ACKR3,LPAR2,AGT,EDN1,CXCR6,EDNRA,CYSLTR2,PTHLH	
risperidone	DB00734	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	9.44408460957e-05	TACR1,CCL5,UTS2,HTR2B,ADM,ADORA2B,NPY,CASR,ADRB1,BDKRB2,F2,CXCR2,APLNR,CYSLTR1,CCR7,CALCA,AGT,UTS2B,RAMP2,HTR1B,TACR2,VIP,TAC1,NPS,EDN1,EDNRA,CXCL8,CXCR1,EDNRB,F2RL1,APOE	
risperidone	DB00734	Pancreatitis	Pancreatitis	C0030305	0.000129249753115	TACR1,CCL5,CNR1,HTR2A,GHRL,CCR1,CASR,CNR2,BDKRB2,NCOA3,CALCA,SST,SCT,ALB,SLC25A13,EDN1,EDNRA,PPY,CCK,CXCL8,CTSL,APOE,PTHLH	
risperidone	DB00734	Myocardial infarction	Acute myocardial infarction	C0155626	0.000134113411341	CCL21,ABCB1,CXCL12,HTR2A,ADM,ADRA2B,GCG,ADRB1,F2,CXCR4,HP,AGT,CYP2D6,CST3,EDN1,EDNRA,P2RY11,CXCL8,SCN5A,P2RY12,APOE	
risperidone	DB00734	Hypertension	Renovascular hypertension	C0020545	0.000133258223963	CXCR3,ADM,SUCNR1,ADRB1,AGT,PTGER3,CXCL10,AGTR2,AVPR1A	
risperidone	DB00734	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000181804303835	TACR1,RXFP1,CAMTA1,CXCL12,CCL20,VIPR2,SLA2,ADRB1,CXCL1,F2,CALCA,HP,AGT,HTR1B,EDN1,ADORA1,GFAP,EDNRB,APOE,CYP3A4	
risperidone	DB00734	Pancreatitis	Acute pancreatitis	C0001339	0.00017595082597	GALR2,PRSS3,AGT,PTGDR,TAC1,EDN1,GAL,CXCL8,GALR3,APOE,PTHLH	
risperidone	DB00734	Pneumonia	Streptococcal pneumonia	C0155862	0.000182011482033	CCL5,PTAFR,PPBP,C3,CXCL8	
propantheline	DB00782	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000161900369004	UTS2B,AGT,EDNRB,CYSLTR1,F2RL1,NPS,TACR2,EDNRA,BDKRB2,F2,UTS2,EDN1,TAC1,HTR2B,CASR,TACR1	
propantheline	DB00782	Hypertension	Essential hypertension	C0085580	7.35272006863e-05	AGT,LPAR2,P2RY2,EDNRA,BDKRB2,TRHR,GCGR,BDKRB1,ADRA1D,UTS2,EDN1,ADRA1B,KNG1,EDN2,LPAR1,ADRA1A,AVPR1A,PTGFR	
propantheline	DB00782	Hypertension	Hypertension	C0020538	0.000166153846154	UTS2R,AGT,GCG,F2R,EDNRB,KISS1,CYSLTR2,GHRL,OXTR,SAA1,TACR3,LPAR2,OXT,GHSR,P2RY2,APP,NTS,EDNRA,BDKRB2,TRHR,TAC3,GCGR,BDKRB1,F2,ADRA1D,PTGER1,UTS2,EDN1,ADRA1B,KNG1,EDN2,XCL1,LPAR1,ADRA1A,HTR2B,TRH,GNRH1,GNA14,AVPR1A,CASR,EDN3,TACR1	
propantheline	DB00782	Hypertension	genetic hypertension	C0598428	7.3748308525e-05	AGT,CYSLTR2,LPAR2,EDNRA,EDN1,ADRA1A	
propantheline	DB00782	Hypertension	Primary pulmonary hypertension	C0152171	9.28362573099e-05	F2R,EDNRB,F2RL1,NPS,EDNRA,BDKRB2,BDKRB1,EDN1,KNG1,HTR2B	
propantheline	DB00782	Hypertension	Pulmonary arterial hypertension	C3203102	0.00015	F2R,EDNRB,F2RL1,NPS,EDNRA,BDKRB2,BDKRB1,EDN1,KNG1,HTR2B	
propantheline	DB00782	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000158477008471	UTS2B,AGT,EDNRB,EDNRA,BDKRB2,EDN1	
propantheline	DB00782	Hypertension	Ocular Hypertension	C0028840	0.000222222222222	EDNRB,GHSR,PTGFR	
epoprostenol	DB01240	Pulmonary edema	Pulmonary edema	C0034063	0.00023722693627	CXCL8,FPR1,CCR5,CXCL2,GHRH,FSHR	
epoprostenol	DB01240	Edema	Pulmonary edema	C0034063	0.00023722693627	CXCL8,FPR1,CCR5,CXCL2,GHRH,FSHR	
escitalopram	DB01175	Hypertension	Hypertension	C0020538	4.47481243301e-05	GCGR,CYP2D6,CYP3A4,KISS1,SLC6A3,AGT,SLC6A2,LPAR2,CASR,UTS2R,F2,EDNRB,EDN2,OXT,ADRA1D,TAC3,MGST3,EDN1,HTR2B,PTGER1,CYSLTR2,XCL1,ADRA1A,KNG1,NTS,APP,GNA12,LPAR1,TACR1,CHRM3,P2RY2,SLC6A4,GCG,GNA14,OXTR,EDN3,TRH,ADRA1B,UTS2,BDKRB2,GNRH1,AVPR1A,SAA1,EDNRA,GHRL,CYP2C19,GHSR,TRHR,TACR3,BDKRB1,F2R	
escitalopram	DB01175	Hypertension	Essential hypertension	C0085580	7.25761772853e-05	GCGR,CYP2D6,AGT,LPAR2,PTGFR,EDN2,ADRA1D,EDN1,ADRA1A,KNG1,LPAR1,P2RY2,ADRA1B,UTS2,BDKRB2,AVPR1A,EDNRA,TRHR,BDKRB1	
escitalopram	DB01175	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.08290851399e-05	NPS,UTS2B,AGT,CASR,TAC1,F2,EDNRB,TACR2,EDN1,HTR2B,TACR1,CYSLTR1,SLC6A4,UTS2,BDKRB2,EDNRA,F2RL1	
escitalopram	DB01175	Hypertension	genetic hypertension	C0598428	6.15290269828e-05	AGT,LPAR2,EDN1,CYSLTR2,ADRA1A,EDNRA	
escitalopram	DB01175	Hypertension	Primary pulmonary hypertension	C0152171	9.0042720999e-05	NPS,EDNRB,EDN1,HTR2B,KNG1,SLC6A4,BDKRB2,EDNRA,F2RL1,BDKRB1,F2R	
escitalopram	DB01175	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00011717654323	CYP2D6,CYP3A4,SLC6A3,SLC6A4,F2R	
escitalopram	DB01175	Hypertension	Ocular Hypertension	C0028840	0.000244005270773	CYP2D6,PTGFR,EDNRB,GHSR	
